cost_id,trip_id,description,amount
997,326,Maintenance,1727.46
998,326,Maintenance,2462.06
999,327,Logistics,2999.43
1000,327,Logistics,2894.96
1001,327,Maintenance,3105.61
1002,328,Logistics,4171.13
1003,328,Maintenance,4828.87
1004,329,Logistics,35247.74
1005,329,Logistics,20262.33
1006,329,Crew,36846.97
1007,330,Maintenance,2834.28
1008,330,Crew,2731.28
1009,330,Fuel,3434.43
1010,331,Logistics,72142.94
1011,331,Fuel,42741.84
1012,332,Crew,15337.76
1013,332,Maintenance,13457.9
1014,332,Crew,18575.58
1015,333,Crew,1732.76
1016,333,Maintenance,2893.93
1017,333,Logistics,1602.52
1018,333,Maintenance,2770.79
1019,334,Maintenance,3106.03
1020,334,Logistics,3322.2
1021,334,Crew,2571.77
1022,335,Crew,1549.39
1023,335,Fuel,2214.1
1024,335,Maintenance,2269.9
1025,335,Logistics,2966.61
1026,336,Logistics,4266.23
1027,336,Fuel,4733.77
1028,337,Logistics,4674.87
1029,337,Fuel,4325.13
1030,338,Maintenance,3709.62
1031,338,Fuel,5290.38
1032,339,Crew,2619.19
1033,339,Logistics,3313.05
1034,339,Maintenance,3067.76
1035,340,Maintenance,4518.09
1036,340,Fuel,4481.91
1037,341,Maintenance,2631.39
1038,341,Logistics,2175.09
1039,341,Fuel,1519.09
1040,341,Crew,2674.43
1041,342,Logistics,2130.93
1042,342,Crew,3305.8
1043,342,Fuel,3563.27
1044,343,Fuel,2838.62
1045,343,Maintenance,3750.05
1046,343,Fuel,2411.33
1047,344,Crew,2963.88
1048,344,Logistics,2882.98
1049,344,Fuel,3153.14
1050,345,Crew,1579.36
1051,345,Crew,2800.05
1052,345,Crew,2759.44
1053,345,Crew,1861.16
1054,346,Logistics,46379.52
1055,346,Logistics,68501.55
1056,347,Fuel,2092.85
1057,347,Logistics,3466.18
1058,347,Logistics,3440.98
1059,348,Maintenance,4830.3
1060,348,Fuel,4169.7
1061,349,Crew,5132.62
1062,349,Maintenance,3867.38
1063,350,Crew,1838.79
1064,350,Crew,2538.24
1065,350,Crew,1625.49
1066,350,Crew,2997.49
1067,351,Logistics,35213.2
1068,351,Maintenance,18627.41
1069,351,Fuel,42599.49
1070,351,Fuel,18442.14
1071,352,Logistics,4640.75
1072,352,Maintenance,4359.25
1073,353,Logistics,3636.07
1074,353,Fuel,3009.77
1075,353,Maintenance,2354.16
1076,354,Fuel,1425.95
1077,354,Crew,2815.46
1078,354,Crew,1660.51
1079,354,Logistics,3098.08
1080,355,Fuel,3079.1
1081,355,Logistics,3204.28
1082,355,Crew,2716.61
1083,356,Logistics,2583.4
1084,356,Maintenance,3199.5
1085,356,Fuel,3217.1
1086,357,Crew,2397.43
1087,357,Fuel,2723.52
1088,357,Maintenance,3879.05
1089,358,Maintenance,3231.22
1090,358,Logistics,1837.65
1091,358,Maintenance,1650.83
1092,358,Maintenance,2280.3
1093,359,Logistics,4782.61
1094,359,Logistics,4217.39
1095,360,Fuel,3902.76
1096,360,Maintenance,2869.67
1097,360,Fuel,2227.57
1098,361,Fuel,3572.25
1099,361,Fuel,3614.58
1100,361,Fuel,1813.18
1101,362,Fuel,60076.28
1102,362,Crew,50596.69
1103,363,Logistics,2226.7
1104,363,Logistics,1938.44
1105,363,Fuel,2237.53
1106,363,Logistics,2597.33
1107,364,Maintenance,4470.88
1108,364,Crew,4529.12
1109,365,Logistics,46036.68
1110,365,Crew,64635.46
1111,366,Crew,4494.82
1112,366,Maintenance,4505.18
1113,367,Maintenance,2063.75
1114,367,Fuel,3645.27
1115,367,Logistics,3290.98
1116,368,Maintenance,5991.13
1117,368,Maintenance,3008.87
1118,369,Maintenance,4776.83
1119,369,Crew,4223.17
1120,370,Crew,3302.88
1121,370,Crew,2204.61
1122,370,Logistics,3492.51
1123,371,Maintenance,2547.5
1124,371,Maintenance,2805.43
1125,371,Fuel,3647.06
1126,372,Logistics,2551.72
1127,372,Crew,2805.49
1128,372,Maintenance,2245.21
1129,372,Logistics,1397.58
1130,373,Fuel,35651.43
1131,373,Crew,29846.22
1132,374,Logistics,5332.97
1133,374,Crew,3667.03
1134,375,Crew,4756.54
1135,375,Maintenance,4243.46
1136,376,Logistics,1848.43
1137,376,Logistics,2441.79
1138,376,Logistics,2131.34
1139,376,Fuel,2578.44
1140,377,Crew,4377.03
1141,377,Logistics,4622.97
1142,378,Maintenance,50724.86
1143,378,Crew,64145.37
1144,379,Fuel,54148.14
1145,379,Logistics,48362.45
1146,380,Fuel,2738.15
1147,380,Maintenance,2745.89
1148,380,Crew,1541.96
1149,380,Logistics,1974.0
1150,381,Logistics,25136.51
1151,381,Crew,27464.21
1152,381,Crew,40726.35
1153,381,Fuel,21542.36
1154,382,Crew,5010.63
1155,382,Crew,3989.37
1156,383,Crew,2040.39
1157,383,Crew,2418.5
1158,383,Crew,2001.22
1159,383,Fuel,2539.89
1160,384,Fuel,3014.45
1161,384,Crew,5985.55
1162,385,Fuel,4523.43
1163,385,Crew,4476.57
1164,386,Maintenance,4164.16
1165,386,Maintenance,4835.84
1166,387,Fuel,60308.49
1167,387,Logistics,54559.66
1168,388,Fuel,2129.81
1169,388,Crew,2518.85
1170,388,Maintenance,2341.27
1171,388,Crew,2010.07
1172,389,Logistics,1928.66
1173,389,Logistics,2457.11
1174,389,Logistics,2269.71
1175,389,Crew,2344.51
1176,390,Logistics,4773.89
1177,390,Crew,4226.11
1178,391,Fuel,22505.64
1179,391,Maintenance,24261.45
1180,391,Logistics,30937.33
1181,391,Logistics,32965.1
1182,392,Fuel,4793.38
1183,392,Maintenance,4206.62
1184,393,Logistics,21111.64
1185,393,Fuel,30611.76
1186,393,Logistics,33769.23
1187,393,Fuel,25177.61
1188,394,Maintenance,4075.16
1189,394,Maintenance,4924.84
1190,395,Crew,3081.65
1191,395,Maintenance,2554.06
1192,395,Fuel,1714.64
1193,395,Fuel,1649.65
1194,396,Fuel,50954.5
1195,396,Fuel,59715.34
1196,397,Maintenance,2664.74
1197,397,Fuel,2693.37
1198,397,Logistics,3641.89
1199,398,Logistics,3108.95
1200,398,Crew,2728.68
1201,398,Logistics,3162.37
1202,399,Fuel,38188.62
1203,399,Fuel,28826.46
1204,400,Logistics,1819.23
1205,400,Crew,2669.58
1206,400,Maintenance,2373.19
1207,400,Fuel,2137.99
1208,401,Logistics,2294.45
1209,401,Fuel,3328.98
1210,401,Crew,3376.56
1211,402,Fuel,5723.49
1212,402,Crew,3276.51
1213,403,Maintenance,4981.19
1214,403,Fuel,4018.81
1215,404,Fuel,3801.63
1216,404,Crew,2718.84
1217,404,Crew,2479.53
1218,405,Logistics,4681.18
1219,405,Logistics,4318.82
1220,406,Crew,4441.63
1221,406,Logistics,4558.37
1222,407,Fuel,16507.3
1223,407,Logistics,35201.81
1224,407,Fuel,23089.67
1225,407,Crew,35891.02
1226,408,Crew,2878.19
1227,408,Logistics,2112.24
1228,408,Fuel,4009.57
1229,409,Fuel,3022.44
1230,409,Logistics,2969.4
1231,409,Logistics,3008.15
1232,410,Fuel,3216.31
1233,410,Crew,3096.36
1234,410,Logistics,2687.32
1235,411,Logistics,2703.81
1236,411,Fuel,2648.78
1237,411,Fuel,3647.41
1238,412,Fuel,2456.27
1239,412,Crew,1866.22
1240,412,Logistics,2744.23
1241,412,Maintenance,1933.29
1242,413,Maintenance,2247.6
1243,413,Crew,2247.42
1244,413,Logistics,4504.98
1245,414,Logistics,2927.51
1246,414,Crew,3017.71
1247,414,Maintenance,3054.78
1248,415,Fuel,42232.35
1249,415,Maintenance,40982.96
1250,415,Logistics,31667.68
1251,416,Logistics,19605.62
1252,416,Crew,23560.06
1253,416,Logistics,13681.58
1254,416,Maintenance,16802.32
1255,417,Fuel,4064.44
1256,417,Logistics,4935.56
1257,418,Maintenance,2143.04
1258,418,Fuel,1873.73
1259,418,Maintenance,2370.48
1260,418,Fuel,2612.75
1261,419,Maintenance,5198.37
1262,419,Fuel,3801.63
1263,420,Maintenance,63295.46
1264,420,Crew,47385.1
1265,421,Fuel,1717.18
1266,421,Fuel,2771.67
1267,421,Logistics,2452.75
1268,421,Crew,2058.41
1269,422,Logistics,5729.86
1270,422,Fuel,3270.14
1271,423,Maintenance,3113.17
1272,423,Logistics,2271.56
1273,423,Crew,3615.27
1274,424,Maintenance,4569.39
1275,424,Maintenance,4430.61
1276,425,Crew,4586.54
1277,425,Crew,4413.46
1278,426,Fuel,3650.93
1279,426,Logistics,3472.7
1280,426,Maintenance,1876.37
1281,427,Logistics,3964.86
1282,427,Maintenance,5035.14
1283,428,Crew,1874.18
1284,428,Fuel,2110.84
1285,428,Crew,3086.93
1286,428,Fuel,1928.05
1287,429,Fuel,2848.62
1288,429,Fuel,6151.38
1289,430,Fuel,4351.02
1290,430,Crew,4648.98
1291,431,Logistics,2301.04
1292,431,Logistics,2497.26
1293,431,Crew,2500.35
1294,431,Maintenance,1701.35
1295,432,Maintenance,2256.27
1296,432,Crew,2566.18
1297,432,Maintenance,1607.77
1298,432,Logistics,2569.77
1299,433,Fuel,3359.8
1300,433,Maintenance,5640.2
1301,434,Logistics,2539.87
1302,434,Maintenance,1438.36
1303,434,Logistics,2295.13
1304,434,Maintenance,2726.65
1305,435,Logistics,3998.76
1306,435,Maintenance,2171.46
1307,435,Crew,2829.78
1308,436,Fuel,49254.93
1309,436,Maintenance,33618.34
1310,436,Logistics,32003.4
